"Stknmec","Stkcd","Accper","AnaAttention","ReportAttention"
"东旭蓝天","000040","2018-12-31","6","10"
"东旭蓝天","000040","2019-12-31","",""
"东旭蓝天","000040","2020-12-31","",""
"东旭蓝天","000040","2021-12-31","",""
"深长城A","000042","2001-12-31","",""
"深长城A","000042","2002-12-31","1","1"
"深长城A","000042","2003-12-31","",""
"深长城A","000042","2004-12-31","",""
"深长城A","000042","2005-12-31","",""
"深长城","000042","2006-12-31","",""
"深长城","000042","2007-12-31","3","3"
"深长城","000042","2008-12-31","3","4"
"深长城","000042","2009-12-31","8","19"
"深长城","000042","2010-12-31","4","8"
"深长城","000042","2011-12-31","3","3"
"深长城","000042","2012-12-31","1","1"
"深长城","000042","2013-12-31","4","5"
"中洲控股","000042","2014-12-31","6","12"
"中洲控股","000042","2015-12-31","7","11"
"中洲控股","000042","2016-12-31","10","18"
"中洲控股","000042","2017-12-31","3","4"
"中洲控股","000042","2018-12-31","3","5"
"中洲控股","000042","2019-12-31","1","1"
"中洲控股","000042","2020-12-31","",""
"中洲控股","000042","2021-12-31","",""
"深南光A","000043","2001-12-31","",""
"深南光A","000043","2002-12-31","",""
"深南光A","000043","2003-12-31","",""
"深南光A","000043","2004-12-31","",""
"深南光A","000043","2005-12-31","",""
"深南光A","000043","2006-12-31","2","2"
"中航地产","000043","2007-12-31","2","2"
"中航地产","000043","2008-12-31","8","14"
"中航地产","000043","2009-12-31","7","15"
"中航地产","000043","2010-12-31","4","6"
"中航地产","000043","2011-12-31","2","3"
"中航地产","000043","2012-12-31","4","6"
"中航地产","000043","2013-12-31","6","9"
"中航地产","000043","2014-12-31","6","7"
"中航地产","000043","2015-12-31","4","6"
"中航地产","000043","2016-12-31","6","14"
"中航地产","000043","2017-12-31","5","7"
"中航善达","000043","2018-12-31","",""
"中航善达","000043","2019-12-31","8","26"
"深纺织A","000045","2001-12-31","",""
"深纺织A","000045","2002-12-31","",""
"深纺织A","000045","2003-12-31","",""
"深纺织A","000045","2004-12-31","",""
"深纺织A","000045","2005-12-31","1","1"
"深纺织A","000045","2006-12-31","",""
"深纺织A","000045","2007-12-31","",""
"深纺织A","000045","2008-12-31","",""
"深纺织A","000045","2009-12-31","1","2"
"深纺织A","000045","2010-12-31","1","3"
"深纺织A","000045","2011-12-31","1","4"
"深纺织A","000045","2012-12-31","1","1"
"深纺织A","000045","2013-12-31","1","1"
"深纺织A","000045","2014-12-31","2","2"
"深纺织A","000045","2015-12-31","1","1"
"深纺织A","000045","2016-12-31","",""
"深纺织A","000045","2017-12-31","",""
"深纺织A","000045","2018-12-31","",""
"深纺织A","000045","2019-12-31","",""
"深纺织A","000045","2020-12-31","",""
"深纺织A","000045","2021-12-31","2","3"
"ST 康达尔","000048","2001-12-31","",""
"ST 康达尔","000048","2002-12-31","",""
"ST 康达尔","000048","2003-12-31","",""
"ST 康达尔","000048","2004-12-31","",""
"康达尔A","000048","2005-12-31","",""
"康达尔A","000048","2006-12-31","",""
"*ST 康达","000048","2007-12-31","",""
"ST 康达尔","000048","2008-12-31","",""
"ST 康达尔","000048","2009-12-31","","1"
"ST 康达尔","000048","2010-12-31","",""
"ST 康达尔","000048","2011-12-31","",""
"康达尔","000048","2012-12-31","",""
"康达尔","000048","2013-12-31","",""
"康达尔","000048","2014-12-31","",""
"康达尔","000048","2015-12-31","3","9"
"康达尔","000048","2016-12-31","",""
"康达尔","000048","2017-12-31","",""
"*ST 康达","000048","2018-12-31","",""
"康达尔","000048","2019-12-31","",""
"京基智农","000048","2020-12-31","",""
"京基智农","000048","2021-12-31","1","1"
"深万山A","000049","2001-12-31","",""
"深万山A","000049","2002-12-31","",""
"深万山A","000049","2003-12-31","",""
"ST 万山","000049","2004-12-31","",""
"G 德赛","000049","2005-12-31","",""
"德赛电池","000049","2006-12-31","",""
"德赛电池","000049","2007-12-31","",""
"德赛电池","000049","2008-12-31","",""
"德赛电池","000049","2009-12-31","","1"
"德赛电池","000049","2010-12-31","2","3"
"德赛电池","000049","2011-12-31","6","9"
"德赛电池","000049","2012-12-31","18","33"
"德赛电池","000049","2013-12-31","12","15"
"德赛电池","000049","2014-12-31","9","12"
"德赛电池","000049","2015-12-31","6","12"
"德赛电池","000049","2016-12-31","7","10"
"德赛电池","000049","2017-12-31","24","61"
"德赛电池","000049","2018-12-31","9","19"
"德赛电池","000049","2019-12-31","6","11"
"德赛电池","000049","2020-12-31","4","11"
"德赛电池","000049","2021-12-31","6","12"
"深天马A","000050","2001-12-31","",""
"深天马A","000050","2002-12-31","",""
"深天马A","000050","2003-12-31","2","2"
"深天马A","000050","2004-12-31","3","3"
"深天马A","000050","2005-12-31","2","2"
"深天马A","000050","2006-12-31","3","3"
"深天马A","000050","2007-12-31","8","8"
"深天马A","000050","2008-12-31","8","10"
"深天马A","000050","2009-12-31","4","6"
"深天马A","000050","2010-12-31","11","13"
"深天马A","000050","2011-12-31","8","12"
"深天马A","000050","2012-12-31","4","5"
"深天马A","000050","2013-12-31","5","7"
"深天马A","000050","2014-12-31","7","8"
"深天马A","000050","2015-12-31","8","18"
"深天马A","000050","2016-12-31","11","29"
"深天马A","000050","2017-12-31","22","49"
"深天马A","000050","2018-12-31","13","27"
"深天马A","000050","2019-12-31","12","15"
"深天马A","000050","2020-12-31","13","29"
"深天马A","000050","2021-12-31","8","16"
"深方大A","000055","2001-12-31","",""
"方大A","000055","2002-12-31","",""
"方大A","000055","2003-12-31","",""
"方大A","000055","2004-12-31","",""
"方大A","000055","2005-12-31","",""
"方大A","000055","2006-12-31","",""
"方大A","000055","2007-12-31","",""
"方大A","000055","2008-12-31","",""
"方大A","000055","2009-12-31","","1"
"方大集团","000055","2010-12-31","","1"
"方大集团","000055","2011-12-31","",""
"方大集团","000055","2012-12-31","1","1"
"方大集团","000055","2013-12-31","",""
"方大集团","000055","2014-12-31","4","9"
"方大集团","000055","2015-12-31","1","1"
"方大集团","000055","2016-12-31","3","10"
"方大集团","000055","2017-12-31","1","2"
"方大集团","000055","2018-12-31","",""
"方大集团","000055","2019-12-31","",""
"方大集团","000055","2020-12-31","",""
"方大集团","000055","2021-12-31","",""
"深国商","000056","2001-12-31","",""
"深国商","000056","2002-12-31","",""
"深国商","000056","2003-12-31","",""
"深国商","000056","2004-12-31","1","1"
"深国商","000056","2005-12-31","",""
"深国商","000056","2006-12-31","",""
"深国商","000056","2007-12-31","",""
"深国商","000056","2008-12-31","",""
"深国商","000056","2009-12-31","1","3"
"深国商","000056","2010-12-31","",""
"深国商","000056","2011-12-31","2","2"
"*ST 国商","000056","2012-12-31","",""
"*ST 国商","000056","2013-12-31","2","2"
"深国商","000056","2014-12-31","",""
"皇庭国际","000056","2015-12-31","4","7"
"皇庭国际","000056","2016-12-31","6","11"
"皇庭国际","000056","2017-12-31","1","1"
"皇庭国际","000056","2018-12-31","",""
"皇庭国际","000056","2019-12-31","",""
"皇庭国际","000056","2020-12-31","",""
"皇庭国际","000056","2021-12-31","",""
"深赛格","000058","2001-12-31","",""
"深赛格","000058","2002-12-31","1","1"
"深赛格","000058","2003-12-31","1","1"
"深赛格","000058","2004-12-31","",""
"深赛格","000058","2005-12-31","",""
"深赛格","000058","2006-12-31","",""
"*ST 赛格","000058","2007-12-31","",""
"ST 赛格","000058","2008-12-31","",""
"深赛格","000058","2009-12-31","1","1"
"深赛格","000058","2010-12-31","",""
"深赛格","000058","2011-12-31","",""
"深赛格","000058","2012-12-31","",""
"深赛格","000058","2013-12-31","",""
"深赛格","000058","2014-12-31","",""
"深赛格","000058","2015-12-31","1","1"
"深赛格","000058","2016-12-31","2","4"
"深赛格","000058","2017-12-31","",""
"深赛格","000058","2018-12-31","",""
"深赛格","000058","2019-12-31","",""
"深赛格","000058","2020-12-31","",""
"深赛格","000058","2021-12-31","",""
"辽通化工","000059","2001-12-31","",""
"辽通化工","000059","2002-12-31","",""
"辽通化工","000059","2003-12-31","",""
"辽通化工","000059","2004-12-31","",""
"G 辽通","000059","2005-12-31","1","1"
"辽通化工","000059","2006-12-31","2","3"
"辽通化工","000059","2007-12-31","1","1"
"辽通化工","000059","2008-12-31","1","1"
"辽通化工","000059","2009-12-31","14","23"
"辽通化工","000059","2010-12-31","17","35"
"辽通化工","000059","2011-12-31","10","12"
"辽通化工","000059","2012-12-31","14","27"
"辽通化工","000059","2013-12-31","8","13"
"华锦股份","000059","2014-12-31","2","2"
"*ST 华锦","000059","2015-12-31","1","1"
"华锦股份","000059","2016-12-31","12","23"
"华锦股份","000059","2017-12-31","16","31"
"华锦股份","000059","2018-12-31","7","9"
"华锦股份","000059","2019-12-31","4","10"
"华锦股份","000059","2020-12-31","4","5"
"华锦股份","000059","2021-12-31","3","5"
"中金岭南","000060","2001-12-31","",""
"中金岭南","000060","2002-12-31","",""
"中金岭南","000060","2003-12-31","",""
"中金岭南","000060","2004-12-31","3","5"
"G 中金","000060","2005-12-31","3","4"
"中金岭南","000060","2006-12-31","11","15"
"中金岭南","000060","2007-12-31","6","6"
"中金岭南","000060","2008-12-31","15","29"
"中金岭南","000060","2009-12-31","31","50"
"中金岭南","000060","2010-12-31","34","58"
"中金岭南","000060","2011-12-31","19","34"
"中金岭南","000060","2012-12-31","16","24"
"中金岭南","000060","2013-12-31","17","28"
"中金岭南","000060","2014-12-31","13","18"
"中金岭南","000060","2015-12-31","10","13"
"中金岭南","000060","2016-12-31","11","15"
"中金岭南","000060","2017-12-31","16","27"
"中金岭南","000060","2018-12-31","9","13"
"中金岭南","000060","2019-12-31","9","13"
"中金岭南","000060","2020-12-31","5","7"
"中金岭南","000060","2021-12-31","4","4"
"农产品","000061","2001-12-31","",""
"农产品","000061","2002-12-31","",""
"农产品","000061","2003-12-31","",""
"农产品","000061","2004-12-31","1","1"
"G 农产品","000061","2005-12-31","",""
"农产品","000061","2006-12-31","7","18"
"农产品","000061","2007-12-31","7","14"
"农产品","000061","2008-12-31","14","24"
"农产品","000061","2009-12-31","13","24"
"农产品","000061","2010-12-31","11","26"
"农产品","000061","2011-12-31","10","27"
"农产品","000061","2012-12-31","5","15"
"农产品","000061","2013-12-31","6","12"
"农产品","000061","2014-12-31","3","5"
"农产品","000061","2015-12-31","10","23"
"农产品","000061","2016-12-31","2","3"
"农产品","000061","2017-12-31","",""
"农产品","000061","2018-12-31","",""
"农产品","000061","2019-12-31","1","1"
"农产品","000061","2020-12-31","",""
"农产品","000061","2021-12-31","",""
"深圳华强","000062","2001-12-31","",""
"深圳华强","000062","2002-12-31","",""
"深圳华强","000062","2003-12-31","",""
"深圳华强","000062","2004-12-31","",""
"深圳华强","000062","2005-12-31","",""
"深圳华强","000062","2006-12-31","",""
"深圳华强","000062","2007-12-31","",""
"深圳华强","000062","2008-12-31","",""
"深圳华强","000062","2009-12-31","1","4"
"深圳华强","000062","2010-12-31","4","7"
"深圳华强","000062","2011-12-31","2","5"
"深圳华强","000062","2012-12-31","1","1"
"深圳华强","000062","2013-12-31","1","1"
"深圳华强","000062","2014-12-31","2","3"
"深圳华强","000062","2015-12-31","8","22"
"深圳华强","000062","2016-12-31","2","5"
"深圳华强","000062","2017-12-31","3","14"
"深圳华强","000062","2018-12-31","3","8"
"深圳华强","000062","2019-12-31","5","6"
"深圳华强","000062","2020-12-31","2","4"
"深圳华强","000062","2021-12-31","5","10"
"中兴通讯","000063","2001-12-31","",""
"中兴通讯","000063","2002-12-31","",""
"中兴通讯","000063","2003-12-31","12","14"
"中兴通讯","000063","2004-12-31","5","11"
"G 中兴","000063","2005-12-31","19","42"
"中兴通讯","000063","2006-12-31","23","49"
"中兴通讯","000063","2007-12-31","27","41"
"中兴通讯","000063","2008-12-31","52","131"
"中兴通讯","000063","2009-12-31","46","122"
"中兴通讯","000063","2010-12-31","42","128"
"中兴通讯","000063","2011-12-31","38","120"
"中兴通讯","000063","2012-12-31","41","112"
"中兴通讯","000063","2013-12-31","42","100"
"中兴通讯","000063","2014-12-31","39","115"
"中兴通讯","000063","2015-12-31","29","102"
"中兴通讯","000063","2016-12-31","23","66"
"中兴通讯","000063","2017-12-31","48","179"
"中兴通讯","000063","2018-12-31","40","94"
"中兴通讯","000063","2019-12-31","47","103"
"中兴通讯","000063","2020-12-31","47","111"
"中兴通讯","000063","2021-12-31","52","167"
"北方国际","000065","2001-12-31","",""
"北方国际","000065","2002-12-31","",""
"北方国际","000065","2003-12-31","",""
"北方国际","000065","2004-12-31","",""
"G 北方","000065","2005-12-31","2","3"
"北方国际","000065","2006-12-31","2","2"
"北方国际","000065","2007-12-31","",""
"北方国际","000065","2008-12-31","1","1"
"北方国际","000065","2009-12-31","1","2"
"北方国际","000065","2010-12-31","","1"
"北方国际","000065","2011-12-31","",""
"北方国际","000065","2012-12-31","",""
"北方国际","000065","2013-12-31","",""
"北方国际","000065","2014-12-31","",""
"北方国际","000065","2015-12-31","3","5"
"北方国际","000065","2016-12-31","11","26"
"北方国际","000065","2017-12-31","25","62"
"北方国际","000065","2018-12-31","4","6"
"北方国际","000065","2019-12-31","4","5"
"北方国际","000065","2020-12-31","",""
"北方国际","000065","2021-12-31","1","1"
"长城电脑","000066","2001-12-31","",""
"长城电脑","000066","2002-12-31","1","1"
"长城电脑","000066","2003-12-31","2","4"
"长城电脑","000066","2004-12-31","2","2"
"长城电脑","000066","2005-12-31","4","4"
"长城电脑","000066","2006-12-31","1","2"
"长城电脑","000066","2007-12-31","2","5"
"长城电脑","000066","2008-12-31","1","2"
"长城电脑","000066","2009-12-31","6","11"
"长城电脑","000066","2010-12-31","4","7"
"长城电脑","000066","2011-12-31","",""
"长城电脑","000066","2012-12-31","",""
"长城电脑","000066","2013-12-31","",""
"长城电脑","000066","2014-12-31","",""
"长城电脑","000066","2015-12-31","2","2"
"长城电脑","000066","2016-12-31","13","17"
"中国长城","000066","2017-12-31","4","20"
"中国长城","000066","2018-12-31","7","10"
"中国长城","000066","2019-12-31","18","46"
"中国长城","000066","2020-12-31","14","34"
"中国长城","000066","2021-12-31","20","39"
"赛格三星","000068","2001-12-31","",""
"赛格三星","000068","2002-12-31","2","2"
"赛格三星","000068","2003-12-31","2","2"
"赛格三星","000068","2004-12-31","5","5"
"赛格三星","000068","2005-12-31","8","10"
"S 三星","000068","2006-12-31","2","3"
"S 三星","000068","2007-12-31","",""
"赛格三星","000068","2008-12-31","",""
"赛格三星","000068","2009-12-31","",""
"ST 三星","000068","2010-12-31","",""
"ST 三星","000068","2011-12-31","",""
"ST 三星","000068","2012-12-31","1","1"
"华控赛格","000068","2013-12-31","",""
"华控赛格","000068","2014-12-31","",""
"*ST 华赛","000068","2015-12-31","2","3"
"华控赛格","000068","2016-12-31","9","28"
"华控赛格","000068","2017-12-31","4","5"
"华控赛格","000068","2018-12-31","",""
"华控赛格","000068","2019-12-31","",""
"华控赛格","000068","2020-12-31","",""
"华控赛格","000068","2021-12-31","",""
"华侨城A","000069","2001-12-31","",""
"华侨城A","000069","2002-12-31","",""
"华侨城A","000069","2003-12-31","",""
"华侨城A","000069","2004-12-31","5","5"
"华侨城A","000069","2005-12-31","10","13"
"华侨城A","000069","2006-12-31","7","12"
"华侨城A","000069","2007-12-31","9","16"
"华侨城A","000069","2008-12-31","24","46"
"华侨城A","000069","2009-12-31","19","54"
"华侨城A","000069","2010-12-31","19","28"
"华侨城A","000069","2011-12-31","25","60"
"华侨城A","000069","2012-12-31","35","61"
