"Symbol","EndDate","StateTypeCode","Area","ApplyTypeCode","ApplyType","Invention","UtilityModel"
"000008","2016-12-31","1","1","S5204","截至报告期末累计获得","56",""
"000008","2017-12-31","1","1","S5201","已申请","",""
"000008","2017-12-31","1","1","S5203","已授权","",""
"000008","2018-12-31","1","1","S5204","截至报告期末累计获得","",""
"000008","2018-12-31","1","1","S5203","已授权","",""
"000008","2019-12-31","1","1","S5204","截至报告期末累计获得","",""
"000008","2019-12-31","1","1","S5203","已授权","",""
"000008","2020-12-31","1","1","S5203","已授权","",""
"000008","2020-12-31","1","1","S5204","截至报告期末累计获得","",""
"000008","2021-12-31","1","1","S5203","已授权","9",""
"000009","2008-12-31","1","1","S5201","已申请","",""
"000009","2016-12-31","1","1","S5202","已获得","3",""
"000012","2013-12-31","1","1","S5201","已申请","",""
"000012","2013-12-31","1","1","S5203","已授权","",""
"000012","2013-12-31","1","1","S5204","截至报告期末累计获得","44",""
"000012","2014-12-31","1","1","S5201","已申请","",""
"000012","2014-12-31","1","1","S5203","已授权","12",""
"000012","2014-12-31","1","1","S5206","截止报告期末累计已授权","56",""
"000012","2015-12-31","1","1","S5201","已申请","56",""
"000012","2015-12-31","1","1","S5206","截止报告期末累计已授权","85",""
"000012","2015-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000012","2020-12-31","1","1","S5201","已申请","146",""
"000012","2020-12-31","1","1","S5203","已授权","30",""
"000012","2021-12-31","1","1","S5205","截止报告期末累计已被受理","922","1313"
"000012","2021-12-31","1","1","S5206","截止报告期末累计已授权","304","1313"
"000012","2021-12-31","1","1","S5201","已申请","159",""
"000012","2021-12-31","1","1","S5203","已授权","47",""
"000012","2021-12-31","1","2","S5203","已授权","3",""
"000016","2008-12-31","1","1","S5201","已申请","",""
"000016","2011-12-31","1","1","S5201","已申请","200",""
"000016","2011-12-31","1","1","S5203","已授权","60",""
"000016","2019-12-31","2","1","S5201","已申请","",""
"000019","2007-12-31","1","1","S5204","截至报告期末累计获得","",""
"000019","2007-12-31","1","1","S5201","已申请","3",""
"000019","2012-12-31","1","1","S5201","已申请","6",""
"000019","2013-12-31","1","1","S5201","已申请","9",""
"000019","2013-12-31","1","1","S5202","已获得","4",""
"000019","2014-12-31","1","1","S5201","已申请","",""
"000019","2014-12-31","1","1","S5203","已授权","",""
"000019","2015-12-31","1","1","S5201","已申请","10",""
"000019","2015-12-31","1","1","S5203","已授权","7",""
"000019","2015-12-31","1","1","S5204","截至报告期末累计获得","28",""
"000019","2016-12-31","1","1","S5201","已申请","7",""
"000019","2016-12-31","1","1","S5204","截至报告期末累计获得","41",""
"000019","2016-12-31","1","1","S5203","已授权","3",""
"000019","2017-12-31","1","1","S5201","已申请","2",""
"000019","2017-12-31","1","1","S5203","已授权","4",""
"000019","2017-12-31","1","1","S5204","截至报告期末累计获得","42",""
"000019","2018-12-31","1","1","S5204","截至报告期末累计获得","",""
"000019","2018-12-31","1","1","S5201","已申请","3",""
"000019","2018-12-31","1","1","S5202","已获得","",""
"000019","2019-12-31","1","1","S5204","截至报告期末累计获得","",""
"000019","2019-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000019","2020-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000019","2020-12-31","1","1","S5204","截至报告期末累计获得","",""
"000021","2007-12-31","1","1","S5203","已授权","0","7"
"000021","2008-12-31","1","1","S5201","已申请","7",""
"000021","2008-12-31","1","1","S5203","已授权","",""
"000021","2008-12-31","1","1","S5204","截至报告期末累计获得","",""
"000021","2009-12-31","1","1","S5201","已申请","9","4"
"000021","2009-12-31","1","1","S5203","已授权","",""
"000021","2010-12-31","1","1","S5201","已申请","1","20"
"000021","2010-12-31","1","2","S5201","已申请","",""
"000021","2010-12-31","1","1","S5203","已授权","2","20"
"000021","2010-12-31","1","1","S5204","截至报告期末累计获得","4",""
"000021","2012-12-31","2","1","S5201","已申请","8",""
"000021","2012-12-31","2","1","S5203","已授权","6",""
"000021","2013-12-31","2","1","S5201","已申请","",""
"000021","2013-12-31","2","1","S5203","已授权","","6"
"000021","2014-12-31","1","1","S5201","已申请","8",""
"000021","2014-12-31","1","1","S5203","已授权","1",""
"000021","2015-12-31","1","1","S5201","已申请","16","57"
"000021","2015-12-31","1","1","S5202","已获得","6","45"
"000021","2015-12-31","1","1","S5204","截至报告期末累计获得","19","104"
"000021","2016-12-31","1","1","S5201","已申请","10",""
"000021","2016-12-31","1","1","S5202","已获得","6",""
"000021","2017-12-31","1","1","S5201","已申请","2",""
"000021","2017-12-31","1","1","S5203","已授权","3",""
"000021","2018-12-31","1","1","S5201","已申请","14",""
"000021","2018-12-31","1","1","S5203","已授权","3",""
"000021","2019-12-31","1","1","S5201","已申请","36",""
"000021","2019-12-31","1","1","S5203","已授权","6",""
"000021","2020-12-31","1","1","S5201","已申请","32",""
"000021","2020-12-31","1","1","S5203","已授权","7",""
"000022","2017-12-31","1","1","S5204","截至报告期末累计获得","1","10"
"000026","2007-12-31","1","1","S5205","截止报告期末累计已被受理","3","9"
"000026","2008-12-31","1","1","S5201","已申请","2","7"
"000026","2008-12-31","1","1","S5203","已授权","","2"
"000026","2009-12-31","1","1","S5201","已申请","",""
"000026","2010-12-31","1","1","S5201","已申请","",""
"000026","2010-12-31","1","1","S5203","已授权","",""
"000026","2011-12-31","1","1","S5203","已授权","2","9"
"000026","2012-12-31","1","1","S5201","已申请","9","7"
"000026","2012-12-31","1","1","S5203","已授权","","1"
"000026","2013-12-31","1","1","S5201","已申请","3","7"
"000026","2013-12-31","1","1","S5203","已授权","1","10"
"000026","2014-12-31","1","1","S5201","已申请","3","4"
"000026","2014-12-31","1","1","S5203","已授权","5","3"
"000026","2015-12-31","1","1","S5203","已授权","3","4"
"000026","2015-12-31","1","1","S5201","已申请","5","10"
"000026","2015-12-31","1","1","S5202","已获得","8","8"
"000026","2015-12-31","1","1","S5204","截至报告期末累计获得","15","49"
"000026","2016-12-31","1","1","S5201","已申请","3","11"
"000026","2016-12-31","1","1","S5203","已授权","3","11"
"000026","2017-12-31","1","1","S5205","截止报告期末累计已被受理","11","14"
"000026","2017-12-31","1","1","S5206","截止报告期末累计已授权","2","14"
"000026","2018-12-31","1","1","S5201","已申请","",""
"000026","2019-12-31","1","1","S5201","已申请","",""
"000026","2019-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000026","2020-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000026","2020-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000026","2020-12-31","1","1","S5201","已申请","",""
"000026","2020-12-31","1","1","S5203","已授权","3","16"
"000026","2021-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000026","2021-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000027","2016-12-31","1","1","S5204","截至报告期末累计获得","",""
"000027","2016-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000027","2017-12-31","1","1","S5204","截至报告期末累计获得","",""
"000027","2017-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000028","2011-12-31","1","1","S5201","已申请","",""
"000028","2011-12-31","1","1","S5202","已获得","",""
"000028","2012-12-31","1","1","S5201","已申请","6",""
"000028","2012-12-31","1","1","S5202","已获得","6",""
"000028","2013-12-31","1","1","S5203","已授权","",""
"000028","2015-12-31","1","1","S5201","已申请","5",""
"000028","2015-12-31","1","1","S5203","已授权","4",""
"000030","2019-12-31","1","1","S5204","截至报告期末累计获得","24",""
"000030","2020-12-31","1","1","S5204","截至报告期末累计获得","24","129"
"000030","2021-12-31","1","1","S5204","截至报告期末累计获得","24","170"
"000032","2007-12-31","1","1","S5201","已申请","",""
"000032","2008-12-31","1","1","S5202","已获得","4","9"
"000032","2008-12-31","1","1","S5203","已授权","",""
"000032","2009-12-31","1","1","S5201","已申请","3","10"
"000032","2009-12-31","1","1","S5203","已授权","2","10"
"000032","2010-12-31","1","1","S5201","已申请","",""
"000032","2010-12-31","1","1","S5203","已授权","",""
"000032","2010-12-31","1","1","S5204","截至报告期末累计获得","",""
"000032","2011-12-31","1","1","S5201","已申请","",""
"000032","2011-12-31","1","1","S5203","已授权","",""
"000032","2011-12-31","1","1","S5204","截至报告期末累计获得","",""
"000032","2012-12-31","1","1","S5201","已申请","",""
"000032","2012-12-31","1","1","S5203","已授权","",""
"000032","2013-12-31","1","1","S5201","已申请","",""
"000032","2013-12-31","1","1","S5203","已授权","",""
"000032","2014-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000032","2014-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000032","2016-12-31","1","1","S5203","已授权","",""
"000032","2018-12-31","1","1","S5201","已申请","",""
"000032","2018-12-31","1","1","S5203","已授权","",""
"000035","2014-12-31","1","1","S5204","截至报告期末累计获得","7","107"
"000035","2015-12-31","1","1","S5204","截至报告期末累计获得","9","228"
"000035","2015-12-31","1","1","S5203","已授权","2",""
"000035","2016-12-31","1","1","S5203","已授权","8","52"
"000035","2016-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000035","2017-12-31","1","1","S5205","截止报告期末累计已被受理","51",""
"000035","2017-12-31","1","1","S5201","已申请","39","57"
"000035","2017-12-31","1","2","S5201","已申请","1",""
"000035","2017-12-31","1","1","S5203","已授权","6",""
"000035","2017-12-31","1","1","S5206","截止报告期末累计已授权","20",""
"000035","2018-12-31","1","1","S5206","截止报告期末累计已授权","22","377"
"000035","2018-12-31","1","1","S5201","已申请","",""
"000035","2018-12-31","1","1","S5203","已授权","4","58"
"000035","2019-12-31","1","1","S5204","截至报告期末累计获得","32","455"
"000035","2020-12-31","1","1","S5204","截至报告期末累计获得","44","477"
"000035","2021-12-31","1","1","S5204","截至报告期末累计获得","62",""
"000039","2007-12-31","1","1","S5201","已申请","199",""
"000039","2008-12-31","1","1","S5201","已申请","108",""
"000039","2009-12-31","1","1","S5201","已申请","92",""
"000039","2010-12-31","1","1","S5201","已申请","90",""
"000039","2011-12-31","1","1","S5201","已申请","120",""
"000039","2012-12-31","1","1","S5201","已申请","111",""
"000039","2014-12-31","1","1","S5201","已申请","",""
"000039","2018-12-31","1","1","S5205","截止报告期末累计已被受理","251",""
"000039","2019-12-31","1","1","S5205","截止报告期末累计已被受理","266",""
"000039","2020-12-31","1","1","S5204","截至报告期末累计获得","","1869"
"000039","2020-12-31","1","1","S5201","已申请","247",""
"000039","2020-12-31","1","1","S5206","截止报告期末累计已授权","799",""
"000039","2021-12-31","1","1","S5201","已申请","185",""
"000039","2021-12-31","1","1","S5204","截至报告期末累计获得","",""
"000043","2015-12-31","1","1","S5201","已申请","1","2"
"000043","2015-12-31","1","1","S5204","截至报告期末累计获得","0","8"
"000045","2011-12-31","1","1","S5201","已申请","3","12"
"000045","2011-12-31","1","2","S5201","已申请","",""
"000045","2012-12-31","1","1","S5201","已申请","",""
"000045","2012-12-31","1","1","S5203","已授权","2","7"
"000045","2012-12-31","1","2","S5203","已授权","",""
"000045","2013-12-31","1","1","S5201","已申请","1","3"
"000045","2013-12-31","1","1","S5204","截至报告期末累计获得","4","31"
"000045","2013-12-31","1","2","S5204","截至报告期末累计获得","",""
"000045","2014-12-31","1","1","S5201","已申请","2","2"
"000045","2014-12-31","1","1","S5205","截止报告期末累计已被受理","4","38"
"000045","2014-12-31","1","2","S5205","截止报告期末累计已被受理","","2"
"000045","2015-12-31","1","1","S5201","已申请","2","7"
"000045","2015-12-31","1","1","S5203","已授权","",""
"000045","2015-12-31","1","1","S5205","截止报告期末累计已被受理","13","46"
"000045","2015-12-31","1","1","S5206","截止报告期末累计已授权","4","38"
"000045","2015-12-31","1","2","S5205","截止报告期末累计已被受理","1","3"
"000045","2015-12-31","1","2","S5206","截止报告期末累计已授权","0","2"
"000045","2016-12-31","1","1","S5205","截止报告期末累计已被受理","15","48"
"000045","2016-12-31","1","2","S5205","截止报告期末累计已被受理","1","5"
"000045","2016-12-31","1","2","S5206","截止报告期末累计已授权","","3"
"000045","2016-12-31","1","1","S5206","截止报告期末累计已授权","7","42"
"000045","2017-12-31","1","1","S5205","截止报告期末累计已被受理","16","55"
"000045","2017-12-31","1","1","S5206","截止报告期末累计已授权","7","45"
"000045","2017-12-31","1","2","S5205","截止报告期末累计已被受理","1","7"
"000045","2017-12-31","1","2","S5206","截止报告期末累计已授权","0","4"
"000045","2017-12-31","1","1","S5201","已申请","1","7"
"000045","2017-12-31","1","2","S5201","已申请","","1"
"000045","2018-12-31","1","1","S5201","已申请","4","6"
"000045","2018-12-31","1","2","S5201","已申请","","1"
"000045","2018-12-31","1","1","S5205","截止报告期末累计已被受理","23","61"
"000045","2018-12-31","1","1","S5206","截止报告期末累计已授权","8","54"
"000045","2018-12-31","1","2","S5205","截止报告期末累计已被受理","1","6"
"000045","2018-12-31","1","2","S5206","截止报告期末累计已授权","0","4"
"000045","2020-12-31","1","1","S5201","已申请","2","6"
"000045","2020-12-31","1","1","S5203","已授权","3","1"
"000048","2017-12-31","1","1","S5201","已申请","1",""
"000049","2008-12-31","1","1","S5201","已申请","",""
"000049","2009-12-31","2","1","S5201","已申请","13","21"
"000049","2010-12-31","1","1","S5201","已申请","5","13"
"000049","2010-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000049","2011-12-31","1","1","S5201","已申请","18","45"
"000049","2011-12-31","1","1","S5203","已授权","6","31"
"000049","2011-12-31","1","1","S5206","截止报告期末累计已授权","11","104"
"000049","2012-12-31","1","1","S5201","已申请","41","75"
"000049","2012-12-31","1","1","S5203","已授权","7","58"
"000049","2012-12-31","1","1","S5206","截止报告期末累计已授权","18","162"
"000049","2013-12-31","1","1","S5201","已申请","59","94"
"000049","2013-12-31","1","1","S5203","已授权","6","70"
"000049","2013-12-31","1","1","S5206","截止报告期末累计已授权","24","221"
"000049","2014-12-31","1","1","S5201","已申请","54","42"
"000049","2014-12-31","1","1","S5203","已授权","12","76"
"000049","2014-12-31","1","1","S5206","截止报告期末累计已授权","34","298"
"000049","2015-12-31","1","1","S5201","已申请","",""
"000049","2015-12-31","1","1","S5203","已授权","",""
"000049","2016-12-31","1","1","S5201","已申请","82","132"
"000049","2016-12-31","1","1","S5202","已获得","16","91"
"000049","2017-12-31","1","1","S5204","截至报告期末累计获得","43","313"
"000049","2017-12-31","1","1","S5205","截止报告期末累计已被受理","79","140"
"000049","2017-12-31","1","1","S5206","截止报告期末累计已授权","22","118"
"000049","2018-12-31","1","1","S5204","截至报告期末累计获得","61","462"
"000049","2018-12-31","1","1","S5201","已申请","27","89"
"000049","2018-12-31","1","1","S5203","已授权","19","149"
"000049","2019-12-31","1","1","S5204","截至报告期末累计获得","87","524"
"000049","2019-12-31","1","1","S5201","已申请","18","90"
"000049","2019-12-31","1","1","S5203","已授权","28","79"
"000049","2020-12-31","1","1","S5204","截至报告期末累计获得","107","530"
"000049","2020-12-31","1","1","S5201","已申请","21","116"
"000049","2020-12-31","1","1","S5203","已授权","24","102"
"000049","2021-12-31","1","1","S5204","截至报告期末累计获得","118","605"
"000049","2021-12-31","1","1","S5201","已申请","19","124"
"000049","2021-12-31","1","1","S5203","已授权","16","128"
"000050","2009-12-31","1","1","S5201","已申请","90","31"
"000050","2009-12-31","1","2","S5201","已申请","5",""
"000050","2010-12-31","1","1","S5201","已申请","",""
"000050","2015-12-31","1","1","S5201","已申请","1631","246"
"000050","2015-12-31","1","1","S5202","已获得","574","202"
"000050","2015-12-31","1","1","S5204","截至报告期末累计获得","2571","421"
"000055","2007-12-31","2","1","S5201","已申请","36",""
"000055","2007-12-31","2","1","S5206","截止报告期末累计已授权","19",""
"000055","2008-12-31","2","1","S5203","已授权","27",""
"000055","2009-12-31","2","1","S5204","截至报告期末累计获得","94",""
"000055","2011-12-31","1","1","S5204","截至报告期末累计获得","77",""
"000055","2012-12-31","1","1","S5204","截至报告期末累计获得","92",""
"000055","2013-12-31","1","1","S5204","截至报告期末累计获得","56",""
"000055","2015-12-31","1","1","S5202","已获得","69",""
"000055","2015-12-31","1","1","S5201","已申请","7",""
"000055","2016-12-31","1","1","S5204","截至报告期末累计获得","80",""
"000055","2016-12-31","1","2","S5204","截至报告期末累计获得","",""
"000055","2016-12-31","1","1","S5203","已授权","10",""
"000055","2017-12-31","1","1","S5201","已申请","6","21"
"000055","2017-12-31","1","1","S5204","截至报告期末累计获得","107",""
"000055","2017-12-31","1","2","S5204","截至报告期末累计获得","",""
"000055","2018-12-31","1","1","S5204","截至报告期末累计获得","83",""
"000055","2018-12-31","1","1","S5201","已申请","",""
"000055","2018-12-31","1","1","S5203","已授权","4",""
"000055","2019-12-31","1","1","S5204","截至报告期末累计获得","188",""
"000055","2019-12-31","1","2","S5204","截至报告期末累计获得","",""
"000055","2019-12-31","1","1","S5201","已申请","",""
"000055","2019-12-31","1","1","S5203","已授权","1",""
"000055","2020-12-31","1","1","S5201","已申请","",""
"000055","2020-12-31","1","1","S5203","已授权","",""
"000055","2021-12-31","1","1","S5203","已授权","",""
"000060","2021-12-31","1","1","S5203","已授权","",""
"000063","2012-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000063","2019-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000065","2015-12-31","1","1","S5204","截至报告期末累计获得","1","15"
"000065","2015-12-31","1","1","S5201","已申请","1","11"
"000065","2015-12-31","1","1","S5202","已获得","1","11"
"000065","2020-12-31","1","1","S5201","已申请","2",""
"000065","2020-12-31","1","1","S5203","已授权","","8"
"000065","2021-12-31","1","1","S5203","已授权","2","7"
"000066","2007-12-31","1","1","S5201","已申请","",""
"000066","2007-12-31","1","1","S5202","已获得","1","5"
"000066","2008-12-31","1","1","S5201","已申请","4","4"
"000066","2008-12-31","1","1","S5202","已获得","1","3"
"000066","2009-12-31","1","1","S5201","已申请","15","23"
"000066","2009-12-31","1","1","S5203","已授权","5","6"
"000066","2010-12-31","1","2","S5205","截止报告期末累计已被受理","39",""
"000066","2010-12-31","1","1","S5205","截止报告期末累计已被受理","152",""
"000066","2010-12-31","1","2","S5203","已授权","2",""
"000066","2010-12-31","1","1","S5203","已授权","9",""
"000066","2011-12-31","1","2","S5201","已申请","139",""
"000066","2011-12-31","1","1","S5201","已申请","110",""
"000066","2011-12-31","1","2","S5203","已授权","4",""
"000066","2011-12-31","1","1","S5203","已授权","20",""
"000066","2017-12-31","1","1","S5201","已申请","90",""
"000066","2018-12-31","1","1","S5201","已申请","47",""
"000066","2018-12-31","1","1","S5203","已授权","",""
"000066","2019-12-31","1","1","S5203","已授权","",""
"000066","2020-12-31","2","1","S5201","已申请","",""
"000066","2020-12-31","2","1","S5203","已授权","29",""
"000066","2021-12-31","1","1","S5203","已授权","38",""
"000070","2011-12-31","1","1","S5202","已获得","",""
"000070","2013-12-31","1","1","S5201","已申请","",""
"000070","2013-12-31","1","1","S5202","已获得","2","20"
"000070","2014-12-31","1","1","S5201","已申请","",""
"000070","2014-12-31","1","1","S5202","已获得","4","36"
"000070","2015-12-31","1","1","S5204","截至报告期末累计获得","12","123"
"000070","2015-12-31","1","1","S5202","已获得","2","18"
"000070","2016-12-31","1","1","S5202","已获得","",""
"000070","2017-12-31","1","1","S5204","截至报告期末累计获得","23","185"
"000070","2017-12-31","1","1","S5202","已获得","",""
"000070","2018-12-31","1","1","S5204","截至报告期末累计获得","33",""
"000070","2018-12-31","1","1","S5202","已获得","8","59"
"000070","2019-12-31","1","1","S5204","截至报告期末累计获得","62",""
"000070","2019-12-31","1","1","S5202","已获得","13",""
"000070","2020-12-31","1","1","S5204","截至报告期末累计获得","75",""
"000070","2020-12-31","1","1","S5202","已获得","12",""
"000070","2021-12-31","1","1","S5204","截至报告期末累计获得","88",""
"000078","2007-12-31","1","1","S5203","已授权","6",""
"000078","2007-12-31","1","1","S5201","已申请","",""
"000078","2008-12-31","1","1","S5203","已授权","8",""
"000078","2008-12-31","1","1","S5201","已申请","",""
"000078","2008-12-31","1","2","S5201","已申请","",""
"000078","2009-12-31","1","1","S5203","已授权","3",""
"000078","2009-12-31","1","1","S5201","已申请","",""
"000078","2010-12-31","1","1","S5201","已申请","10",""
"000078","2010-12-31","1","1","S5203","已授权","6",""
"000078","2010-12-31","1","2","S5203","已授权","1",""
"000078","2011-12-31","1","1","S5201","已申请","",""
"000078","2011-12-31","1","1","S5203","已授权","",""
"000078","2012-12-31","1","1","S5201","已申请","",""
"000078","2012-12-31","1","1","S5203","已授权","7",""
"000078","2013-12-31","1","1","S5201","已申请","",""
"000078","2013-12-31","1","1","S5202","已获得","",""
"000078","2014-12-31","1","1","S5201","已申请","12",""
"000078","2014-12-31","1","1","S5202","已获得","7",""
"000078","2015-12-31","1","1","S5201","已申请","",""
"000078","2015-12-31","1","1","S5203","已授权","",""
"000078","2016-12-31","1","1","S5201","已申请","10",""
"000078","2016-12-31","1","1","S5203","已授权","2",""
"000078","2018-12-31","1","1","S5203","已授权","7",""
"000078","2018-12-31","1","2","S5203","已授权","1",""
"000078","2018-12-31","1","1","S5201","已申请","8",""
"000078","2018-12-31","1","2","S5201","已申请","2",""
"000078","2019-12-31","1","1","S5203","已授权","7",""
"000078","2019-12-31","1","1","S5201","已申请","11",""
"000078","2021-12-31","1","1","S5203","已授权","",""
"000078","2021-12-31","1","1","S5201","已申请","",""
"000089","2021-12-31","1","1","S5204","截至报告期末累计获得","21",""
"000090","2009-12-31","1","1","S5203","已授权","7","8"
"000090","2010-12-31","1","1","S5203","已授权","2","8"
"000090","2011-12-31","1","1","S5203","已授权","3","3"
"000090","2012-12-31","1","1","S5203","已授权","1","6"
"000090","2012-12-31","1","1","S5204","截至报告期末累计获得","5","14"
"000090","2013-12-31","1","1","S5201","已申请","5",""
"000090","2013-12-31","1","1","S5204","截至报告期末累计获得","6","14"
"000090","2013-12-31","1","1","S5203","已授权","1",""
"000090","2014-12-31","1","1","S5206","截止报告期末累计已授权","8","17"
"000090","2015-12-31","1","1","S5204","截至报告期末累计获得","11","19"
"000090","2016-12-31","1","1","S5204","截至报告期末累计获得","12","22"
"000090","2016-12-31","1","1","S5202","已获得","1","3"
"000090","2017-12-31","1","1","S5204","截至报告期末累计获得","23","26"
"000090","2017-12-31","1","1","S5203","已授权","7","4"
"000090","2018-12-31","1","1","S5203","已授权","9",""
"000090","2019-12-31","1","1","S5203","已授权","0","41"
"000090","2020-12-31","1","1","S5202","已获得","",""
"000090","2021-12-31","1","1","S5202","已获得","",""
"000100","2008-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2008-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2008-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2009-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2009-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2009-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2010-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2010-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2010-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2011-12-31","2","1","S5201","已申请","",""
"000100","2011-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2011-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2011-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2012-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2012-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2012-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2013-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2013-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2014-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2014-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2015-12-31","1","1","S5203","已授权","2780",""
"000100","2015-12-31","1","1","S5201","已申请","3758",""
"000100","2015-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2015-12-31","1","2","S5205","截止报告期末累计已被受理","4592",""
"000100","2015-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2015-12-31","1","2","S5206","截止报告期末累计已授权","",""
"000100","2016-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2016-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2016-12-31","1","2","S5206","截止报告期末累计已授权","",""
"000100","2016-12-31","1","1","S5206","截止报告期末累计已授权","",""
"000100","2017-12-31","1","2","S5201","已申请","",""
"000100","2017-12-31","1","2","S5202","已获得","",""
"000100","2017-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2017-12-31","1","1","S5205","截止报告期末累计已被受理","22065",""
"000100","2017-12-31","1","1","S5203","已授权","",""
"000100","2017-12-31","1","2","S5203","已授权","",""
"000100","2018-12-31","1","2","S5201","已申请","",""
"000100","2018-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2018-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000100","2019-12-31","2","2","S5201","已申请","",""
"000100","2019-12-31","2","2","S5205","截止报告期末累计已被受理","",""
"000100","2020-12-31","1","2","S5201","已申请","",""
"000100","2020-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000100","2021-12-31","1","2","S5201","已申请","",""
"000100","2021-12-31","1","2","S5205","截止报告期末累计已被受理","",""
"000153","2012-12-31","1","1","S5202","已获得","25","15"
"000153","2013-12-31","1","1","S5201","已申请","20","1"
"000153","2013-12-31","1","1","S5203","已授权","38","4"
"000153","2014-12-31","1","1","S5201","已申请","26","2"
"000153","2014-12-31","1","1","S5203","已授权","22","1"
"000153","2015-12-31","1","1","S5201","已申请","15","0"
"000153","2015-12-31","1","1","S5203","已授权","7","0"
"000153","2016-12-31","1","1","S5201","已申请","12","0"
"000153","2016-12-31","1","1","S5203","已授权","9","0"
"000153","2017-12-31","1","1","S5201","已申请","14",""
"000153","2017-12-31","1","1","S5203","已授权","9",""
"000153","2018-12-31","1","1","S5203","已授权","13","0"
"000153","2019-12-31","1","1","S5203","已授权","4","0"
"000153","2019-12-31","1","1","S5206","截止报告期末累计已授权","124","26"
"000153","2020-12-31","1","1","S5203","已授权","4","0"
"000153","2020-12-31","1","1","S5201","已申请","18",""
"000153","2020-12-31","1","1","S5204","截至报告期末累计获得","138","14"
"000153","2021-12-31","1","1","S5206","截止报告期末累计已授权","139","4"
"000155","2011-12-31","1","1","S5201","已申请","",""
"000155","2012-12-31","1","1","S5204","截至报告期末累计获得","",""
"000155","2012-12-31","1","1","S5205","截止报告期末累计已被受理","",""
"000156","2012-12-31","1","1","S5204","截至报告期末累计获得","1","1"
"000156","2013-12-31","1","1","S5204","截至报告期末累计获得","1","2"
"000156","2014-12-31","1","1","S5204","截至报告期末累计获得","1","2"
"000156","2015-12-31","1","1","S5202","已获得","4","2"
"000156","2016-12-31","1","1","S5204","截至报告期末累计获得","12","2"
"000156","2017-12-31","1","1","S5204","截至报告期末累计获得","13","3"
"000156","2017-12-31","1","1","S5203","已授权","1","1"
"000156","2018-12-31","1","1","S5206","截止报告期末累计已授权","15","3"
"000156","2019-12-31","1","1","S5202","已获得","4","0"
"000156","2019-12-31","1","1","S5204","截至报告期末累计获得","19","3"
"000156","2019-12-31","1","1","S5203","已授权","4",""
"000156","2020-12-31","1","1","S5203","已授权","5",""
"000156","2020-12-31","1","1","S5206","截止报告期末累计已授权","25","3"
"000156","2020-12-31","1","1","S5204","截至报告期末累计获得","25","3"
"000157","2009-12-31","1","1","S5201","已申请","",""
"000157","2011-12-31","1","1","S5201","已申请","504",""
"000157","2011-12-31","1","2","S5201","已申请","",""
"000157","2012-12-31","1","1","S5201","已申请","",""
"000157","2013-12-31","1","1","S5201","已申请","",""
"000157","2015-12-31","1","1","S5203","已授权","",""
"000157","2016-12-31","1","1","S5203","已授权","",""
"000157","2017-12-31","1","1","S5203","已授权","271",""
