"EndDate","Symbol","EPInvest"
"2018-12-31","600409","53054.1100"
"2019-12-31","600409","41163.0200"
"2013-12-31","600420","3390.3000"
"2014-12-31","600420","3050.0000"
"2015-12-31","600420","1135.0000"
"2016-12-31","600420","2893.0000"
"2017-12-31","600420","2490.0000"
"2018-12-31","600420","60411.0000"
"2019-12-31","600420","28809.0000"
"2020-12-31","600420","28875.0000"
"2016-12-31","600423","10269.3000"
"2017-12-31","600423","9964.3800"
"2008-12-31","600425","887.2400"
"2016-12-31","600426","20873.0000"
"2017-12-31","600426","17933.3600"
"2019-12-31","600426","22469.4000"
"2014-12-31","600429","293.9000"
"2015-12-31","600429","538.6800"
"2016-12-31","600429","196.0000"
"2017-12-31","600429","474.0000"
"2018-12-31","600429","119.2150"
"2019-12-31","600429","97.0000"
"2020-12-31","600429","705.0000"
"2013-12-31","600435","46.0000"
"2014-12-31","600435","14.8200"
"2015-12-31","600435","19.6800"
"2016-12-31","600435","29.3000"
"2020-12-31","600438","15223.0000"
"2021-12-31","600438","30400.0000"
"2008-12-31","600456","230.0000"
"2009-12-31","600456","350.0000"
"2010-12-31","600456","180.0000"
"2019-12-31","600458","2130.0000"
"2020-12-31","600461","298.8000"
"2017-12-31","600469","9106.0000"
"2018-12-31","600469","38243096.0000"
"2016-12-31","600470","4744.3800"
"2017-12-31","600470","4744.3800"
"2018-12-31","600470","8611.1700"
"2021-12-31","600477","216.7100"
"2021-12-31","600481","103.5135"
"2010-12-31","600483","694.6800"
"2014-12-31","600483","10194.0000"
"2020-12-31","600483","9953.0000"
"2016-12-31","600486","8876.7700"
"2017-12-31","600486","11001.2800"
"2018-12-31","600486","13870.2900"
"2019-12-31","600486","22855.9700"
"2012-12-31","600488","150.0000"
"2015-12-31","600489","7423.0000"
"2016-12-31","600489","32500.0000"
"2017-12-31","600489","41100.0000"
"2019-12-31","600489","17017.4600"
"2020-12-31","600489","28402.6200"
"2017-12-31","600490","137.3014"
"2020-12-31","600490","315.2755"
"2015-12-31","600493","821.7300"
"2017-12-31","600493","1094.2300"
"2018-12-31","600493","1214.7100"
"2015-12-31","600495","32.2000"
"2016-12-31","600495","55.8000"
"2014-12-31","600497","14958.0980"
"2015-12-31","600497","6704.0000"
"2016-12-31","600497","32200.0000"
"2017-12-31","600497","38864.0000"
"2018-12-31","600497","63440.4700"
"2019-12-31","600497","83525.9800"
"2016-12-31","600500","22034.0000"
"2017-12-31","600500","23332.0000"
"2018-12-31","600500","43928.0000"
"2015-12-31","600502","2160.0000"
"2015-12-31","600508","977.0000"
"2016-12-31","600508","17900.0000"
"2017-12-31","600508","8092.8400"
"2017-12-31","600515","570.5500"
"2015-12-31","600516","1100.0000"
"2015-12-31","600519","20300.0000"
"2020-12-31","600521","9300.0000"
"2010-12-31","600531","5160.0000"
"2016-12-31","600538","528.6600"
"2018-12-31","600547","7498.0000"
"2021-12-31","600557","1115.0000"
"2018-12-31","600561","200.5200"
"2009-12-31","600569","44793.0000"
"2010-12-31","600569","11800.0000"
"2011-12-31","600569","29814.0000"
"2012-12-31","600569","15244.7100"
"2013-12-31","600569","34259.2000"
"2014-12-31","600569","4346.0000"
"2015-12-31","600569","19600.0000"
"2016-12-31","600569","21510.8200"
"2014-12-31","600584","1200.0000"
"2016-12-31","600595","6166.3100"
"2012-12-31","600596","3780.2022"
"2013-12-31","600596","6584.3076"
"2014-12-31","600596","4947.0376"
"2015-12-31","600596","4014.5054"
"2016-12-31","600596","16033.9400"
"2017-12-31","600596","20504.4000"
"2019-12-31","600596","23267.4700"
"2010-12-31","600597","1153.4000"
"2011-12-31","600597","1230.0000"
"2015-12-31","600597","1328.0000"
"2020-12-31","600597","1471.0000"
"2011-12-31","600600","2420.0000"
"2019-12-31","600610","71.0700"
"2012-12-31","600618","6118.9000"
"2016-12-31","600618","3892.2800"
"2017-12-31","600618","4168.5000"
"2016-12-31","600619","599.0000"
"2016-12-31","600623","20702.5400"
"2018-12-31","600623","30700.0000"
"2019-12-31","600623","30380.0000"
"2016-12-31","600636","5567.0000"
"2018-12-31","600636","735.0300"
"2019-12-31","600636","382.0000"
"2012-12-31","600639","1969.0209"
"2014-12-31","600639","4317.4400"
"2016-12-31","600684","6667.2300"
"2010-12-31","600685","240.0000"
"2016-12-31","600685","1644.9000"
"2019-12-31","600685","5202.8900"
"2020-12-31","600685","2090.0000"
"2016-12-31","600688","17100.0000"
"2018-12-31","600688","50957.0000"
"2019-12-31","600688","65883.0000"
"2020-12-31","600688","56925.0000"
"2016-12-31","600690","5090.0000"
"2016-12-31","600691","20485.0000"
"2018-12-31","600691","10900.0000"
"2019-12-31","600691","21536.5500"
"2014-12-31","600711","1500.0000"
"2016-12-31","600714","170.6200"
"2017-12-31","600714","346.6500"
"2018-12-31","600714","311.5500"
"2019-12-31","600714","507.0200"
"2009-12-31","600717","2244.8800"
"2016-12-31","600720","4653.0000"
"2017-12-31","600720","9000.0000"
"2016-12-31","600722","172.6200"
"2017-12-31","600722","309.0000"
"2019-12-31","600722","37.0300"
"2014-12-31","600725","5472.4500"
"2015-12-31","600725","2267.9000"
"2016-12-31","600725","1726.3400"
"2016-12-31","600727","403.0300"
"2017-12-31","600727","346.3100"
"2018-12-31","600727","1067.6400"
"2016-12-31","600731","2931.1700"
"2017-12-31","600731","1714.4000"
"2018-12-31","600731","3018.4000"
"2019-12-31","600731","3637.7100"
"2008-12-31","600740","2745.0000"
"2016-12-31","600740","1800.0000"
"2017-12-31","600740","26679.8600"
"2018-12-31","600740","8148.0000"
"2017-12-31","600741","1630.3000"
"2016-12-31","600746","1260.0000"
"2017-12-31","600746","1252.0000"
"2018-12-31","600746","1360.0000"
"2019-12-31","600746","1237.9697"
"2020-12-31","600750","740.0000"
"2016-12-31","600751","171.8950"
"2015-12-31","600761","220.0000"
"2021-12-31","600765","1289.0000"
"2016-12-31","600771","71.0000"
"2019-12-31","600775","197.0000"
"2016-12-31","600787","571.0000"
"2012-12-31","600792","4455.2600"
"2015-12-31","600792","6377.0000"
"2016-12-31","600792","2620.0600"
"2018-12-31","600792","5271.3900"
"2019-12-31","600792","5345.0400"
"2020-12-31","600792","6118.2900"
"2016-12-31","600796","1708.7300"
"2017-12-31","600796","1813.5900"
"2018-12-31","600796","2028.0000"
"2019-12-31","600796","2728.0000"
"2017-12-31","600803","31200.0000"
"2019-12-31","600803","20280.4500"
"2016-12-31","600808","12100.0000"
"2020-12-31","600808","301100.0000"
"2021-12-31","600808","206200.0000"
"2013-12-31","600810","789.8600"
"2016-12-31","600810","837.0000"
"2018-12-31","600810","3510.0000"
"2012-12-31","600824","657.1000"
"2013-12-31","600824","276.0000"
"2014-12-31","600824","340.0000"
"2016-12-31","600835","3795.6400"
"2013-12-31","600841","600.0000"
"2014-12-31","600841","650.0000"
"2016-12-31","600844","1425.6000"
"2017-12-31","600844","2157.6300"
"2018-12-31","600844","2985.4500"
"2020-12-31","600876","4398.1500"
"2015-12-31","600882","300.0000"
"2020-12-31","600886","56456.0000"
"2016-12-31","600887","16000.0000"
"2020-12-31","600887","18900.0000"
"2018-12-31","600933","511.1200"
"2020-12-31","600956","3038.0000"
"2016-12-31","600963","7035.0000"
"2021-12-31","600966","22161.0000"
"2019-12-31","600982","3082.4300"
"2016-12-31","600985","3486620.0000"
"2017-12-31","600985","377.8530"
"2018-12-31","600985","12586.8000"
"2019-12-31","600985","17650.0000"
"2019-12-31","600989","243500.0000"
"2012-12-31","600990","47.1500"
"2013-12-31","600990","48.2500"
"2016-12-31","600997","28493.6700"
"2018-12-31","600997","87295.7500"
"2012-12-31","601000","2750.0000"
"2020-12-31","601000","6300.0000"
"2013-12-31","601003","22713.0000"
"2014-12-31","601003","28348.0000"
"2015-12-31","601003","14703.0000"
"2017-12-31","601003","7311.0000"
"2018-12-31","601003","8656.0000"
"2020-12-31","601003","19262.9700"
"2020-12-31","601005","120600.0000"
"2016-12-31","601006","3068.2000"
"2017-12-31","601006","12804.5000"
"2020-12-31","601006","4144.8000"
"2016-12-31","601011","1955.0000"
"2017-12-31","601011","1978.3300"
"2018-12-31","601011","7321.4400"
"2019-12-31","601011","4711.0600"
"2016-12-31","601015","40174.0000"
"2017-12-31","601015","3840.0000"
"2018-12-31","601015","41930.0000"
"2019-12-31","601015","54598.1300"
"2018-12-31","601018","116000.0000"
"2016-12-31","601058","3111.1900"
"2017-12-31","601058","3991.3900"
"2018-12-31","601058","1909.9500"
"2009-12-31","601088","57000.0000"
"2016-12-31","601088","260500.0000"
"2019-12-31","601088","142400.0000"
"2020-12-31","601088","209900.0000"
"2021-12-31","601088","234500.0000"
"2016-12-31","601100","160.0000"
"2014-12-31","601101","1200.9900"
"2015-12-31","601101","864.7500"
"2016-12-31","601101","358.6200"
"2015-12-31","601111","36349.0000"
"2016-12-31","601111","18501.0000"
"2017-12-31","601111","29000.0000"
"2019-12-31","601111","26984.5000"
"2017-12-31","601113","91.0000"
"2020-12-31","601117","13490.0000"
"2016-12-31","601163","3000.0000"
"2017-12-31","601163","5078.7000"
"2018-12-31","601163","4409.7000"
"2019-12-31","601163","6114.4600"
"2012-12-31","601168","36000.0000"
"2015-12-31","601168","8066.5900"
"2018-12-31","601168","12260.9500"
"2019-12-31","601168","26604.7800"
"2020-12-31","601168","65081.3500"
"2019-12-31","601177","184.4300"
"2019-12-31","601186","113302.0000"
"2020-12-31","601186","153219.0000"
"2016-12-31","601208","815.4900"
"2017-12-31","601208","828.3200"
"2018-12-31","601208","1131.7700"
"2016-12-31","601216","14038.6300"
"2017-12-31","601216","17477.4300"
"2018-12-31","601216","26582.2400"
"2018-12-31","601225","70300.0000"
"2020-12-31","601225","113200.0000"
"2018-12-31","601228","30000.0000"
"2014-12-31","601231","837.7817"
"2015-12-31","601231","1227.7884"
"2016-12-31","601231","1339.5513"
"2017-12-31","601231","1372.1820"
"2018-12-31","601231","2155.0448"
"2019-12-31","601231","2344.0032"
"2020-12-31","601231","2660.3381"
"2016-12-31","601233","6074.6000"
"2017-12-31","601233","7119.7900"
"2019-12-31","601311","10000.0000"
"2016-12-31","601500","621.2100"
"2017-12-31","601500","475.5900"
"2018-12-31","601500","635.7000"
"2019-12-31","601500","2417.2300"
"2016-12-31","601607","8984.0000"
"2020-12-31","601609","4247.9400"
"2017-12-31","601618","26500.0000"
"2016-12-31","601636","19700.0000"
"2018-12-31","601636","37000.0000"
"2020-12-31","601636","15500.0000"
"2014-12-31","601666","3985.8900"
"2011-12-31","601668","20000.0000"
"2012-12-31","601668","2565.0000"
"2013-12-31","601668","2646.0000"
"2014-12-31","601668","3179.0000"
"2015-12-31","601668","3678.0000"
"2016-12-31","601668","4180.0000"
"2017-12-31","601668","5399.0000"
"2018-12-31","601668","13295.0000"
"2016-12-31","601669","19944.6000"
"2017-12-31","601669","21800.0000"
"2018-12-31","601669","62000.0000"
"2019-12-31","601669","6540.0000"
"2020-12-31","601669","70200.0000"
"2017-12-31","601678","13008.3900"
"2019-12-31","601678","28227.8200"
"2016-12-31","601727","4796.0000"
"2017-12-31","601727","6748.0000"
"2015-12-31","601808","3267.5700"
"2016-12-31","601808","2596.8800"
"2017-12-31","601808","2714.3200"
"2018-12-31","601808","8217.0800"
"2021-12-31","601857","392000.0000"
"2017-12-31","601866","83099.3700"
"2014-12-31","601899","300.0000"
"2020-12-31","601918","17600.0000"
"2020-12-31","601958","5344.0000"
"2016-12-31","601966","899.9900"
"2017-12-31","601966","2742.1500"
"2018-12-31","601966","3817.2700"
"2020-12-31","601989","12900.0000"
"2016-12-31","603002","1478.7300"
"2017-12-31","603002","3205.6700"
"2018-12-31","603002","5603.3800"
"2019-12-31","603002","1006.2300"
"2016-12-31","603010","664.0000"
"2017-12-31","603010","2525.0000"
"2018-12-31","603010","6456.9800"
"2019-12-31","603010","10907.5000"
"2021-12-31","603010","10892.1800"
"2016-12-31","603021","2015.3700"
"2017-12-31","603021","1746.9200"
"2018-12-31","603021","1306.1600"
"2020-12-31","603021","1207.4400"
"2016-12-31","603026","644.9200"
"2017-12-31","603026","77714542.6500"
"2018-12-31","603026","58431690.2900"
"2016-12-31","603033","415.1700"
"2017-12-31","603033","357.0000"
"2018-12-31","603033","389.0000"
"2017-12-31","603041","162.5800"
"2018-12-31","603041","169.3100"
"2018-12-31","603059","41.6500"
"2016-12-31","603067","2427.2000"
"2017-12-31","603067","3051.0600"
"2018-12-31","603067","4854.2400"
"2016-12-31","603077","3327.2000"
"2017-12-31","603077","11070.0300"
"2018-12-31","603077","63716.9500"
"2017-12-31","603078","2049730.3200"
"2018-12-31","603078","194.5000"
"2019-12-31","603078","108.0300"
"2017-12-31","603079","1387.7300"
"2018-12-31","603079","2238.1300"
"2019-12-31","603079","3565.1400"
"2017-12-31","603086","6929.6600"
"2018-12-31","603086","8761.8400"
"2019-12-31","603086","14548.0600"
"2017-12-31","603110","86.0700"
"2018-12-31","603110","92.5600"
"2017-12-31","603113","16503.2900"
"2018-12-31","603113","137012745.6200"
"2017-12-31","603165","2980.0000"
"2018-12-31","603165","3285.2000"
"2019-12-31","603165","2000.0000"
"2020-12-31","603165","3000.0000"
"2017-12-31","603181","827.0300"
"2018-12-31","603181","927.2900"
"2015-12-31","603188","6859.9603"
"2016-12-31","603188","9490.4599"
"2017-12-31","603188","17083.8200"
"2018-12-31","603192","1120.3200"
"2020-12-31","603192","927.6000"
"2017-12-31","603225","583.6200"
"2019-12-31","603225","29588.4600"
"2017-12-31","603227","177.8000"
"2018-12-31","603227","837.2700"
"2020-12-31","603227","249.2700"
"2018-12-31","603228","9500.0000"
"2019-12-31","603256","332.5600"
"2020-12-31","603256","492.0000"
"2017-12-31","603260","33906.7800"
"2018-12-31","603260","29411.2800"
"2019-12-31","603260","20367.1600"
"2017-12-31","603266","60.3400"
"2018-12-31","603266","57.7300"
"2020-12-31","603288","1318.9900"
"2016-12-31","603299","2525.4500"
"2017-12-31","603299","4481.8400"
"2019-12-31","603299","4559.4300"
"2016-12-31","603328","5754.0300"
"2017-12-31","603328","7651.5100"
"2018-12-31","603328","9193.5900"
"2017-12-31","603330","116.3400"
"2018-12-31","603330","97.6600"
"2019-12-31","603330","203.4400"
"2019-12-31","603332","677.2100"
"2017-12-31","603360","599.1000"
"2018-12-31","603360","16685.4153"
"2017-12-31","603378","805.8000"
"2018-12-31","603378","537.7300"
"2020-12-31","603378","1205.8700"
"2019-12-31","603379","3641.0500"
"2015-12-31","603568","7730.2200"
"2016-12-31","603568","8228.5700"
"2017-12-31","603568","12696.3000"
"2020-12-31","603568","45948.6400"
"2016-12-31","603585","3949.0000"
"2017-12-31","603585","5321.0000"
"2018-12-31","603585","5573.0000"
"2018-12-31","603588","23406.9100"
"2016-12-31","603599","3684.0400"
"2017-12-31","603599","6046.6500"
"2018-12-31","603599","8412.1100"
"2019-12-31","603599","5648.5873"
"2017-12-31","603605","83.7800"
"2018-12-31","603605","92.3500"
"2019-12-31","603605","141.8500"
"2020-12-31","603610","568.7000"
"2021-12-31","603610","278.2000"
"2019-12-31","603611","1335.0000"
"2017-12-31","603612","13899.4100"
"2017-12-31","603615","47.5536"
"2018-12-31","603615","79.8700"
"2019-12-31","603615","92.2900"
"2017-12-31","603630","113.1600"
"2018-12-31","603630","209.8400"
"2017-12-31","603639","3320.8600"
"2018-12-31","603639","13110.6900"
"2019-12-31","603639","12455.7200"
"2018-12-31","603650","2200.2600"
"2019-12-31","603650","4424.0000"
"2019-12-31","603681","782.4000"
"2017-12-31","603683","4923.8400"
"2018-12-31","603683","1799.4648"
"2019-12-31","603683","2456.3500"
"2018-12-31","603712","199.0000"
"2017-12-31","603722","119.8404"
"2018-12-31","603722","503.3240"
"2019-12-31","603722","973.7097"
"2017-12-31","603725","379.8300"
"2016-12-31","603737","292.3700"
"2017-12-31","603737","991.8100"
"2018-12-31","603737","1639.6200"
"2018-12-31","603757","162.6600"
"2017-12-31","603779","150.0000"
"2018-12-31","603790","404.2146"
"2019-12-31","603790","565.6900"
"2016-12-31","603798","385.0000"
"2017-12-31","603798","76.7532"
"2018-12-31","603798","55.9500"
"2019-12-31","603798","70.1600"
"2018-12-31","603799","4979.0000"
"2019-12-31","603799","18832.5000"
"2020-12-31","603799","22770.2700"
"2017-12-31","603806","1402.2600"
"2018-12-31","603810","14550.4300"
"2016-12-31","603822","390.2600"
"2017-12-31","603822","570.5600"
"2019-12-31","603822","987.1000"
"2016-12-31","603823","8438.5109"
"2017-12-31","603823","6984.9200"
"2018-12-31","603823","10038.1900"
"2019-12-31","603867","1352.7300"
"2017-12-31","603879","192.1100"
"2018-12-31","603879","301.8600"
"2019-12-31","603882","1020.5000"
"2020-12-31","603882","706.1000"
"2016-12-31","603889","2915.8900"
"2017-12-31","603889","1952.1500"
"2018-12-31","603889","824.5700"
"2019-12-31","603889","1683.0000"
"2017-12-31","603906","158.6600"
"2018-12-31","603906","348.3500"
"2019-12-31","603906","282.3133"
"2017-12-31","603916","302.1100"
"2018-12-31","603916","287.6900"
"2016-12-31","603928","254.4300"
"2017-12-31","603928","504.7000"
"2018-12-31","603928","724.0900"
"2019-12-31","603928","686.6600"
"2017-12-31","603938","558.4100"
"2018-12-31","603938","562.8400"
"2020-12-31","603956","10.0000"
"2016-12-31","603968","2670.0000"
"2017-12-31","603968","3377.3000"
"2018-12-31","603968","6491.0000"
"2017-12-31","603970","75.4300"
"2018-12-31","603970","104.3800"
"2016-12-31","603977","495.8145"
"2017-12-31","603977","3719453.1500"
"2017-12-31","603980","14367.3500"
"2019-12-31","603980","23335.2400"
"2017-12-31","603991","161.0375"
"2017-12-31","603993","102200.0000"
"2020-12-31","605500","2200.0000"
"2019-12-31","688089","676.8400"
"2020-12-31","688089","549.8800"
"2020-12-31","688139","25.8000"
"2019-12-31","688268","407.6000"
